title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,sentiment,genres_list
Ushio & Tora,tv,"Action, Animation, Comedy",2015.0,tt4801510,7.5,1172.0,High,"['Action', 'Animation', 'Comedy']"
Snow White with the Red Hair,tv,"Animation, Drama, Fantasy",2015.0,tt4542568,7.6,4204.0,High,"['Animation', 'Drama', 'Fantasy']"
Transformers: Robots in Disguise,tv,"Action, Adventure, Animation",2014.0,tt3604232,5.9,1491.0,Neutral,"['Action', 'Adventure', 'Animation']"
Lucifer,tv,"Crime, Drama, Fantasy",2016.0,tt4052886,8.0,374652.0,High,"['Crime', 'Drama', 'Fantasy']"
Glitch,tv,"Drama, Horror, Sci-Fi",2015.0,tt4192782,7.2,22187.0,High,"['Drama', 'Horror', 'Sci-Fi']"
Shadowhunters,tv,"Action, Drama, Fantasy",2016.0,tt4145054,6.5,73806.0,Neutral,"['Action', 'Drama', 'Fantasy']"
The First Republic,tv,Drama,2014.0,tt3395584,6.6,163.0,Neutral,['Drama']
Yong Pal,tv,"Drama, Romance",2015.0,tt5010664,7.4,1128.0,High,"['Drama', 'Romance']"
Club de Cuervos,tv,"Comedy, Drama, Sport",2015.0,tt4680240,8.2,6556.0,High,"['Comedy', 'Drama', 'Sport']"
The Last Kingdom,tv,"Action, Drama, History",2015.0,tt4179452,8.5,177417.0,High,"['Action', 'Drama', 'History']"
Dinotrux,tv,"Action, Adventure, Animation",2015.0,tt1396212,6.7,606.0,Neutral,"['Action', 'Adventure', 'Animation']"
Narcos,tv,"Biography, Crime, Drama",2015.0,tt2707408,8.7,499254.0,High,"['Biography', 'Crime', 'Drama']"
Bibi Blocksberg,tv,"Animation, Family, Fantasy",1994.0,tt0457226,6.0,295.0,Neutral,"['Animation', 'Family', 'Fantasy']"
Taskmaster,tv,"Comedy, Game-Show",2015.0,tt4934214,9.0,24389.0,High,"['Comedy', 'Game-Show']"
Project Mc²,tv,Family,2015.0,tt4861760,6.2,1482.0,Neutral,['Family']
The Time in Between,tv,"Adventure, Drama, History",2013.0,tt1864750,8.2,4894.0,High,"['Adventure', 'Drama', 'History']"
Mrs. Cop,tv,"Action, Crime, Mystery",2015.0,tt5056742,7.6,132.0,High,"['Action', 'Crime', 'Mystery']"
F Is for Family,tv,"Animation, Comedy, Drama",2015.0,tt4326894,8.0,42841.0,High,"['Animation', 'Comedy', 'Drama']"
Documentary Now!,tv,Comedy,2015.0,tt4677934,8.1,8333.0,High,['Comedy']
Young Doctors,tv,Drama,2015.0,tt3833900,5.6,193.0,Neutral,['Drama']
Fuller House,tv,"Comedy, Drama, Family",2016.0,tt3986586,6.7,30354.0,Neutral,"['Comedy', 'Drama', 'Family']"
One Warm Word,tv,"Drama, Romance",2013.0,tt3381642,7.0,82.0,High,"['Drama', 'Romance']"
Utopia,tv,Comedy,2014.0,tt3163562,8.3,3302.0,High,['Comedy']
Alone,tv,"Documentary, Game-Show, Reality-TV",2015.0,tt4803766,8.4,8332.0,High,"['Documentary', 'Game-Show', 'Reality-TV']"
Lady of Steel,tv,"Crime, Drama, Romance",2014.0,tt3904068,6.7,527.0,Neutral,"['Crime', 'Drama', 'Romance']"
She Was Pretty,tv,"Comedy, Romance",2015.0,tt5045900,7.6,7048.0,High,"['Comedy', 'Romance']"
Trotro,tv,"Animation, Family",2004.0,tt1074443,6.4,168.0,Neutral,"['Animation', 'Family']"
On the Wings of Love,tv,"Comedy, Drama, Romance",2015.0,tt5513960,6.8,362.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Peter Rabbit,tv,"Adventure, Animation, Family",2012.0,tt2720144,5.7,693.0,Neutral,"['Adventure', 'Animation', 'Family']"
One Punch Man,tv,"Action, Animation, Comedy",2015.0,tt4508902,8.7,200788.0,High,"['Action', 'Animation', 'Comedy']"
Six Flying Dragons,tv,"Action, Drama, History",2015.0,tt5079024,8.7,1365.0,High,"['Action', 'Drama', 'History']"
Prokurator,tv,Crime,2015.0,tt5389750,6.7,301.0,Neutral,['Crime']
Reply 1988,tv,"Comedy, Drama, Family",2015.0,tt5182866,9.0,15569.0,High,"['Comedy', 'Drama', 'Family']"
Modus,tv,"Crime, Drama, Mystery",2015.0,tt4600404,6.7,5185.0,Neutral,"['Crime', 'Drama', 'Mystery']"
Border: Keishichô Sôsa Ikka Satsujinhan Sôsa Dai 4-gakkari,tv,Drama,2014.0,tt3512088,7.5,425.0,High,['Drama']
Parents mode d'emploi,tv,Comedy,2013.0,tt3992820,6.1,58.0,Neutral,['Comedy']
Danger Mouse,tv,"Action, Adventure, Animation",2015.0,tt4196822,7.1,795.0,High,"['Action', 'Adventure', 'Animation']"
W/Bob and David,tv,Comedy,2015.0,tt4574708,7.3,4748.0,High,['Comedy']
Cúmplices de um Resgate,tv,"Adventure, Family, Music",2015.0,tt5056360,6.0,190.0,Neutral,"['Adventure', 'Family', 'Music']"
Call My Agent!,tv,"Comedy, Drama",2015.0,tt4277922,8.3,17709.0,High,"['Comedy', 'Drama']"
Overlord,tv,"Action, Adventure, Animation",2015.0,tt4869896,7.6,16454.0,High,"['Action', 'Adventure', 'Animation']"
Nirvana in Fire,tv,"Action, Drama, Fantasy",2015.0,tt5141800,8.9,3200.0,High,"['Action', 'Drama', 'Fantasy']"
Preacher,tv,"Adventure, Comedy, Fantasy",2016.0,tt5016504,7.9,84873.0,High,"['Adventure', 'Comedy', 'Fantasy']"
Master of None,tv,"Comedy, Drama",2015.0,tt4635276,8.2,77541.0,High,"['Comedy', 'Drama']"
Ugly Alert,tv,"Drama, Romance",2013.0,tt5478804,8.5,90.0,High,"['Drama', 'Romance']"
Oh My Venus,tv,"Comedy, Drama, Romance",2015.0,tt5189944,7.7,7379.0,High,"['Comedy', 'Drama', 'Romance']"
Versailles,tv,"Biography, Drama, History",2015.0,tt3830558,7.9,19636.0,High,"['Biography', 'Drama', 'History']"
Mobile Suit Gundam: Iron-Blooded Orphans,tv,"Action, Animation, Drama",2015.0,tt5344382,7.9,2441.0,High,"['Action', 'Animation', 'Drama']"
Wakfu,tv,"Action, Adventure, Animation",2007.0,tt1807824,8.1,2298.0,High,"['Action', 'Adventure', 'Animation']"
Making a Murderer,tv,"Crime, Documentary",2015.0,tt5189670,8.5,105847.0,High,"['Crime', 'Documentary']"
Servant of the People,tv,Comedy,2015.0,tt6235122,7.3,4735.0,High,['Comedy']
Shirobako,tv,"Animation, Comedy, Drama",2014.0,tt3985228,7.9,1223.0,High,"['Animation', 'Comedy', 'Drama']"
Capital,tv,Drama,2015.0,tt4594334,6.7,1995.0,Neutral,['Drama']
American Crime Story,tv,"Biography, Crime, Drama",2016.0,tt2788432,8.4,100850.0,High,"['Biography', 'Crime', 'Drama']"
Frontier,tv,"Adventure, Drama, History",2016.0,tt4686698,7.1,25436.0,High,"['Adventure', 'Drama', 'History']"
Série Noire,tv,"Comedy, Crime, Drama",2014.0,tt3480144,8.5,1172.0,High,"['Comedy', 'Crime', 'Drama']"
Witches Girl,tv,"Action, Adventure, Family",2013.0,tt2929018,5.0,445.0,Low,"['Action', 'Adventure', 'Family']"
Alvinnn!!! And the Chipmunks,tv,"Animation, Comedy, Family",2015.0,tt3496230,4.6,1832.0,Low,"['Animation', 'Comedy', 'Family']"
The New Adventures of Lassie,tv,"Adventure, Animation, Comedy",2014.0,tt3636094,7.5,108.0,High,"['Adventure', 'Animation', 'Comedy']"
Dr. Storks,tv,Drama,2015.0,tt4930608,7.4,292.0,High,['Drama']
Bnei Aruba,tv,"Drama, Thriller",2013.0,tt3242480,7.5,1914.0,High,"['Drama', 'Thriller']"
Bedrag,tv,"Crime, Drama, Thriller",2016.0,tt3638488,7.6,5065.0,High,"['Crime', 'Drama', 'Thriller']"
Dawn of the Croods,tv,"Adventure, Animation, Comedy",2015.0,tt5193172,5.8,962.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Real Rob,tv,Comedy,2015.0,tt3741346,6.3,3261.0,Neutral,['Comedy']
Signal,tv,"Crime, Drama, Fantasy",2016.0,tt5332206,8.5,10620.0,High,"['Crime', 'Drama', 'Fantasy']"
Trapped,tv,"Crime, Drama, Mystery",2015.0,tt3561180,8.0,25973.0,High,"['Crime', 'Drama', 'Mystery']"
We're Lalaloopsy,tv,Animation,2017.0,tt6495788,6.8,56.0,Neutral,['Animation']
Pesadilla en la cocina,tv,Reality-TV,2012.0,tt2555320,6.8,156.0,Neutral,['Reality-TV']
Descendants of the Sun,tv,"Action, Comedy, Drama",2016.0,tt4925000,8.2,25416.0,High,"['Action', 'Comedy', 'Drama']"
Degrassi: Next Class,tv,"Drama, Romance",2016.0,tt5320160,6.8,3884.0,Neutral,"['Drama', 'Romance']"
Rebellion,tv,"Drama, History, War",2016.0,tt4699982,7.1,4812.0,High,"['Drama', 'History', 'War']"
Crashing,tv,Comedy,2016.0,tt5295524,7.6,27745.0,High,['Comedy']
Inkigayo,tv,Music,1991.0,tt6050846,7.9,18.0,High,['Music']
Ajin,tv,"Action, Adventure, Animation",2016.0,tt5537534,7.5,7480.0,High,"['Action', 'Adventure', 'Animation']"
A Series of Unfortunate Events,tv,"Adventure, Comedy, Drama",2017.0,tt4834206,7.7,69372.0,High,"['Adventure', 'Comedy', 'Drama']"
Flaked,tv,"Comedy, Drama, Romance",2016.0,tt4973548,7.2,12817.0,High,"['Comedy', 'Drama', 'Romance']"
Miraculous: Tales of Ladybug & Cat Noir,tv,"Action, Adventure, Animation",2015.0,tt2580046,7.5,17481.0,High,"['Action', 'Adventure', 'Animation']"
The Get Down,tv,"Drama, Music, Musical",2016.0,tt4592410,8.2,24122.0,High,"['Drama', 'Music', 'Musical']"
"Please Come Back, Mister",tv,"Comedy, Drama, Fantasy",2016.0,tt5497708,7.2,754.0,High,"['Comedy', 'Drama', 'Fantasy']"
PJ Masks,tv,"Action, Adventure, Animation",2015.0,tt4148744,5.3,1755.0,Low,"['Action', 'Adventure', 'Animation']"
Chelsea Does,tv,"Documentary, Talk-Show",2016.0,tt5275894,7.4,2611.0,High,"['Documentary', 'Talk-Show']"
Marseille,tv,Drama,2016.0,tt4003966,6.8,5772.0,Neutral,['Drama']
The Ranch,tv,"Comedy, Western",2016.0,tt4998212,7.5,44055.0,High,"['Comedy', 'Western']"
The Crown,tv,"Biography, Drama, History",2016.0,tt4786824,8.6,269635.0,High,"['Biography', 'Drama', 'History']"
Atlanta,tv,"Comedy, Drama, Music",2016.0,tt4288182,8.6,93992.0,High,"['Comedy', 'Drama', 'Music']"
Night and Day,tv,Thriller,2016.0,tt5101192,7.5,723.0,High,['Thriller']
Cooked,tv,Documentary,2016.0,tt5347906,8.0,3214.0,High,['Documentary']
Kördügüm,tv,Drama,2016.0,tt5303668,6.6,1687.0,Neutral,['Drama']
Underwear,tv,"Comedy, Drama",2015.0,tt4790548,7.2,1059.0,High,"['Comedy', 'Drama']"
American Ninja Warrior: Ninja vs Ninja,tv,"Action, Game-Show, Reality-TV",2016.0,tt7424250,8.0,132.0,High,"['Action', 'Game-Show', 'Reality-TV']"
The Red Band Society,tv,Drama,2014.0,tt3499954,7.3,333.0,High,['Drama']
The Break,tv,"Crime, Drama, Thriller",2016.0,tt4792480,7.6,6880.0,High,"['Crime', 'Drama', 'Thriller']"
My Teen Romantic Comedy SNAFU,tv,"Animation, Comedy, Drama",2013.0,tt2703720,7.9,10698.0,High,"['Animation', 'Comedy', 'Drama']"
Good Morning Call,tv,"Comedy, Romance",2016.0,tt5520732,7.4,3855.0,High,"['Comedy', 'Romance']"
Taboo,tv,"Drama, Mystery, Thriller",2017.0,tt3647998,8.3,155853.0,High,"['Drama', 'Mystery', 'Thriller']"
Marriage Contract,tv,Drama,2016.0,tt5525778,7.5,1246.0,High,['Drama']
Doraemon,tv,"Animation, Comedy, Drama",2005.0,tt4083422,8.4,4723.0,High,"['Animation', 'Comedy', 'Drama']"
Goodbye Mr. Black,tv,"Drama, Thriller",2016.0,tt5546346,7.0,264.0,High,"['Drama', 'Thriller']"
Slasher,tv,"Crime, Drama, Horror",2016.0,tt4667888,6.7,17804.0,Neutral,"['Crime', 'Drama', 'Horror']"
Bananas in Pyjamas,tv,"Animation, Family",2011.0,tt1829088,4.5,241.0,Low,"['Animation', 'Family']"
Letterkenny,tv,Comedy,2016.0,tt4647692,8.6,32353.0,High,['Comedy']
Van Helsing,tv,"Action, Drama, Fantasy",2016.0,tt5197820,6.3,25450.0,Neutral,"['Action', 'Drama', 'Fantasy']"
Konosuba: God's Blessing on This Wonderful World!,tv,"Adventure, Animation, Comedy",2016.0,tt5370118,7.8,17733.0,High,"['Adventure', 'Animation', 'Comedy']"
60 Days In,tv,"Crime, Documentary, Reality-TV",2016.0,tt5564124,7.6,3443.0,High,"['Crime', 'Documentary', 'Reality-TV']"
Girlboss,tv,Comedy,2017.0,tt5706996,7.0,20306.0,High,['Comedy']
The Royal Gambler,tv,"Drama, History",2016.0,tt5569038,7.3,333.0,High,"['Drama', 'History']"
The Cuba Libre Story,tv,"Documentary, History",2015.0,tt5319838,7.6,2134.0,High,"['Documentary', 'History']"
The Imperial Doctress,tv,"Drama, Romance",2016.0,tt5686372,6.9,194.0,Neutral,"['Drama', 'Romance']"
Bungo Stray Dogs,tv,"Action, Animation, Comedy",2016.0,tt5679720,7.8,11494.0,High,"['Action', 'Animation', 'Comedy']"
Haven't You Heard? I'm Sakamoto,tv,"Animation, Comedy",2016.0,tt5701624,7.1,2912.0,High,"['Animation', 'Comedy']"
Kabaneri of the Iron Fortress,tv,"Action, Adventure, Animation",2016.0,tt5556656,7.2,7186.0,High,"['Action', 'Adventure', 'Animation']"
Bodo,tv,"Biography, Drama, History",2016.0,tt5527242,6.5,124.0,Neutral,"['Biography', 'Drama', 'History']"
The Characters,tv,Comedy,2016.0,tt5228026,5.4,1049.0,Low,['Comedy']
Wynonna Earp,tv,"Action, Drama, Fantasy",2016.0,tt4878326,7.4,25733.0,High,"['Action', 'Drama', 'Fantasy']"
You Me Her,tv,"Comedy, Drama, Romance",2016.0,tt5179408,7.0,11289.0,High,"['Comedy', 'Drama', 'Romance']"
Marcella,tv,"Crime, Drama, Mystery",2016.0,tt5269594,7.3,39354.0,High,"['Crime', 'Drama', 'Mystery']"
Animal Kingdom,tv,"Crime, Drama",2016.0,tt5574490,8.2,46039.0,High,"['Crime', 'Drama']"
Boomers,tv,Comedy,2014.0,tt3261308,7.0,660.0,High,['Comedy']
Tanaka-kun Is Always Listless,tv,"Animation, Comedy",2016.0,tt5531604,7.4,1313.0,High,"['Animation', 'Comedy']"
Kuromukuro,tv,"Action, Animation, Sci-Fi",2016.0,tt5895314,7.1,1550.0,High,"['Action', 'Animation', 'Sci-Fi']"
The Durrells,tv,"Biography, Comedy, Drama",2016.0,tt5014882,8.2,15546.0,High,"['Biography', 'Comedy', 'Drama']"
Thou Shalt Not Kill,tv,"Crime, Drama, Mystery",2015.0,tt5022622,7.2,1210.0,High,"['Crime', 'Drama', 'Mystery']"
Flowers,tv,"Comedy, Drama",2016.0,tt5619658,8.0,6950.0,High,"['Comedy', 'Drama']"
Kong: King of the Apes,tv,"Action, Adventure, Animation",2016.0,tt5462936,5.7,412.0,Neutral,"['Action', 'Adventure', 'Animation']"
Love in the Moonlight,tv,"Comedy, Drama, History",2016.0,tt5575678,7.8,4804.0,High,"['Comedy', 'Drama', 'History']"
The Secret,tv,"Biography, Drama, Thriller",2016.0,tt5116280,7.1,3959.0,High,"['Biography', 'Drama', 'Thriller']"
Uncontrollably Fond,tv,"Comedy, Drama, Romance",2016.0,tt5764282,7.7,4443.0,High,"['Comedy', 'Drama', 'Romance']"
Lady Dynamite,tv,Comedy,2016.0,tt4789300,7.4,4124.0,High,['Comedy']
Doctors,tv,"Comedy, Drama, Romance",2016.0,tt5764332,7.6,3497.0,High,"['Comedy', 'Drama', 'Romance']"
W,tv,"Action, Comedy, Drama",2016.0,tt5797194,8.0,16033.0,High,"['Action', 'Comedy', 'Drama']"
Secret City,tv,"Mystery, Thriller",2016.0,tt4976512,7.4,10340.0,High,"['Mystery', 'Thriller']"
Public Enemy,tv,"Crime, Drama, Mystery",2016.0,tt4706558,7.4,1943.0,High,"['Crime', 'Drama', 'Mystery']"
Submission,tv,"Drama, Mystery, Romance",2016.0,tt5625066,5.4,2264.0,Low,"['Drama', 'Mystery', 'Romance']"
Beautiful Gong Shim,tv,"Comedy, Crime, Drama",2016.0,tt5705896,7.4,1365.0,High,"['Comedy', 'Crime', 'Drama']"
Moon Lovers: Scarlet Heart Ryeo,tv,"Action, Drama, Fantasy",2016.0,tt5320412,8.6,13381.0,High,"['Action', 'Drama', 'Fantasy']"
The Windsors,tv,Comedy,2016.0,tt5692740,7.2,3652.0,High,['Comedy']
Chelsea,tv,"Comedy, Talk-Show",2016.0,tt5672036,6.4,2193.0,Neutral,"['Comedy', 'Talk-Show']"
Voltron: Legendary Defender,tv,"Action, Adventure, Animation",2016.0,tt5580664,8.0,10336.0,High,"['Action', 'Adventure', 'Animation']"
Don't Dare to Dream,tv,"Comedy, Romance",2016.0,tt5936884,7.7,2091.0,High,"['Comedy', 'Romance']"
The Good Place,tv,"Comedy, Drama, Fantasy",2016.0,tt4955642,8.2,205874.0,High,"['Comedy', 'Drama', 'Fantasy']"
Tootuff,tv,"Animation, Family",2001.0,tt0281498,5.8,397.0,Neutral,"['Animation', 'Family']"
Terrace House,tv,"Drama, Reality-TV",2015.0,tt4790546,8.1,1913.0,High,"['Drama', 'Reality-TV']"
Hibana,tv,Drama,2016.0,tt5301958,7.7,1135.0,High,['Drama']
Queen of the South,tv,"Action, Crime, Drama",2016.0,tt1064899,8.0,36183.0,High,"['Action', 'Crime', 'Drama']"
Stranger Things,tv,"Drama, Fantasy, Horror",2016.0,tt4574334,8.6,1438190.0,High,"['Drama', 'Fantasy', 'Horror']"
Spartan: Ultimate Team Challenge,tv,Game-Show,2016.0,tt5809140,5.8,343.0,Neutral,['Game-Show']
Medici,tv,"Biography, Drama, History",2016.0,tt5057130,7.8,23322.0,High,"['Biography', 'Drama', 'History']"
LoliRock,tv,"Action, Adventure, Animation",2014.0,tt4506998,7.5,739.0,High,"['Action', 'Adventure', 'Animation']"
Love O2O,tv,"Drama, Romance",2016.0,tt6055498,7.6,3800.0,High,"['Drama', 'Romance']"
13 Reasons Why,tv,"Drama, Mystery, Thriller",2017.0,tt1837492,7.4,327912.0,High,"['Drama', 'Mystery', 'Thriller']"
Paquita Salas,tv,Comedy,2016.0,tt5866074,8.0,4271.0,High,['Comedy']
Greenleaf,tv,Drama,2016.0,tt4971144,7.5,6346.0,High,['Drama']
Gypsy,tv,"Drama, Thriller",2017.0,tt5503718,6.7,19309.0,Neutral,"['Drama', 'Thriller']"
Age of Youth,tv,"Comedy, Drama, Romance",2016.0,tt5858892,8.2,3030.0,High,"['Comedy', 'Drama', 'Romance']"
Legend of the Blue Sea,tv,"Comedy, Drama, Fantasy",2016.0,tt5766194,8.1,14505.0,High,"['Comedy', 'Drama', 'Fantasy']"
Designated Survivor,tv,"Action, Drama, Mystery",2016.0,tt5296406,7.4,110807.0,High,"['Action', 'Drama', 'Mystery']"
Last Chance U,tv,"Documentary, Sport",2016.0,tt5863126,8.4,7731.0,High,"['Documentary', 'Sport']"
Word Party,tv,"Animation, Family",2016.0,tt5235950,5.5,403.0,Neutral,"['Animation', 'Family']"
Mob Psycho 100,tv,"Action, Animation, Comedy",2016.0,tt5897304,8.5,54929.0,High,"['Action', 'Animation', 'Comedy']"
Cinderella and the Four Knights,tv,"Comedy, Romance",2016.0,tt5764414,7.4,5946.0,High,"['Comedy', 'Romance']"
The Deep,tv,"Action, Adventure, Animation",2015.0,tt4991910,7.7,980.0,High,"['Action', 'Adventure', 'Animation']"
Robin Hood: Mischief in Sherwood,tv,"Adventure, Animation, Family",2014.0,tt4212188,6.0,170.0,Neutral,"['Adventure', 'Animation', 'Family']"
This Is Us,tv,"Comedy, Drama, Romance",2016.0,tt5555260,8.7,167605.0,High,"['Comedy', 'Drama', 'Romance']"
You Can't Ask That,tv,Documentary,2016.0,tt6022978,8.7,426.0,High,['Documentary']
Haters Back Off!,tv,"Comedy, Drama, Family",2016.0,tt5467814,5.9,8005.0,Neutral,"['Comedy', 'Drama', 'Family']"
One Against All,tv,Drama,2016.0,tt5822138,7.7,494.0,High,['Drama']
El marginal,tv,"Crime, Drama, Mystery",2016.0,tt5820976,8.1,4976.0,High,"['Crime', 'Drama', 'Mystery']"
Eastsiders,tv,Drama,2012.0,tt2558816,6.9,3202.0,Neutral,['Drama']
Home: Adventures with Tip & Oh,tv,"Adventure, Animation, Comedy",2016.0,tt5759196,6.2,718.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Beat Bugs,tv,"Adventure, Animation, Comedy",2016.0,tt4716268,7.5,580.0,High,"['Adventure', 'Animation', 'Comedy']"
Chesapeake Shores,tv,"Drama, Family",2016.0,tt5151816,7.5,9887.0,High,"['Drama', 'Family']"
Bottersnikes & Gumbles,tv,"Adventure, Animation, Comedy",2015.0,tt6015820,5.3,62.0,Low,"['Adventure', 'Animation', 'Comedy']"
Fearless,tv,Documentary,2016.0,tt5883700,7.1,359.0,High,['Documentary']
Victoria,tv,"Biography, Drama, History",2016.0,tt5137338,8.2,32438.0,High,"['Biography', 'Drama', 'History']"
Monica and Friends,tv,"Adventure, Animation, Comedy",1976.0,tt2765302,8.2,210.0,High,"['Adventure', 'Animation', 'Comedy']"
People Just Do Nothing,tv,"Comedy, Music",2014.0,tt3762198,8.5,8643.0,High,"['Comedy', 'Music']"
RuPaul's Drag Race All Stars,tv,"Game-Show, Reality-TV",2012.0,tt2301351,8.5,10342.0,High,"['Game-Show', 'Reality-TV']"
Sleepeeer Hit!,tv,"Comedy, Drama",2016.0,tt5433304,7.9,553.0,High,"['Comedy', 'Drama']"
Kidou Senshi Gundam Unicorn RE:0096,tv,"Action, Animation, Drama",2016.0,tt28740765,8.1,24.0,High,"['Action', 'Animation', 'Drama']"
La marraine,tv,Crime,2014.0,tt3134456,7.5,48.0,High,['Crime']
Beyblade Burst,tv,"Action, Animation, Comedy",2016.0,tt6348126,6.9,1143.0,Neutral,"['Action', 'Animation', 'Comedy']"
The Disastrous Life of Saiki K.,tv,"Animation, Comedy, Fantasy",2016.0,tt6354518,8.3,12990.0,High,"['Animation', 'Comedy', 'Fantasy']"
Travelers,tv,"Drama, Mystery, Sci-Fi",2016.0,tt5651844,8.0,68698.0,High,"['Drama', 'Mystery', 'Sci-Fi']"
Hip-Hop Evolution,tv,"Documentary, Music",2016.0,tt4130418,8.4,6611.0,High,"['Documentary', 'Music']"
Secrets of Great British Castles,tv,"Documentary, History",2015.0,tt5181284,7.7,1294.0,High,"['Documentary', 'History']"
Mindhunter,tv,"Crime, Drama, Mystery",2017.0,tt5290382,8.6,365947.0,High,"['Crime', 'Drama', 'Mystery']"
Dirk Gently's Holistic Detective Agency,tv,"Action, Adventure, Comedy",2016.0,tt4047038,8.1,60057.0,High,"['Action', 'Adventure', 'Comedy']"
Easy,tv,Comedy,2016.0,tt5562056,6.9,15797.0,Neutral,['Comedy']
Motherland,tv,Comedy,2016.0,tt6006350,8.0,9710.0,High,['Comedy']
Insecure,tv,"Comedy, Drama, Romance",2016.0,tt5024912,8.1,23682.0,High,"['Comedy', 'Drama', 'Romance']"
Guardian: The Lonely and Great God,tv,"Comedy, Drama, Fantasy",2016.0,tt5994364,8.6,32977.0,High,"['Comedy', 'Drama', 'Fantasy']"
Paranoid,tv,"Crime, Drama, Mystery",2016.0,tt5839454,6.6,10956.0,Neutral,"['Crime', 'Drama', 'Mystery']"
The Loud House,tv,"Action, Adventure, Animation",2015.0,tt4859164,6.9,9334.0,Neutral,"['Action', 'Adventure', 'Animation']"
Drifters,tv,"Action, Adventure, Animation",2016.0,tt5225764,7.6,4284.0,High,"['Action', 'Adventure', 'Animation']"
Kim's Convenience,tv,Comedy,2016.0,tt5912064,8.2,26272.0,High,['Comedy']
Vikingane,tv,"Comedy, History",2016.0,tt5905354,7.7,22367.0,High,"['Comedy', 'History']"
Gegege no Kitarô,tv,"Action, Animation, Comedy",1968.0,tt0189268,7.3,61.0,High,"['Action', 'Animation', 'Comedy']"
Trollhunters: Tales of Arcadia,tv,"Action, Adventure, Animation",2016.0,tt1734135,8.4,20364.0,High,"['Action', 'Adventure', 'Animation']"
My Dangerous Wife,tv,Thriller,2016.0,tt5524370,7.5,516.0,High,['Thriller']
We Married as a Job,tv,"Comedy, Romance",2016.0,tt5917100,7.8,2582.0,High,"['Comedy', 'Romance']"
Crazyhead,tv,"Comedy, Horror, Sci-Fi",2016.0,tt6038584,7.2,5600.0,High,"['Comedy', 'Horror', 'Sci-Fi']"
The Mist,tv,"Drama, Horror, Mystery",2017.0,tt5639976,5.4,29382.0,Low,"['Drama', 'Horror', 'Mystery']"
Weightlifting Fairy Kim Bok-Joo,tv,"Comedy, Romance",2016.0,tt6157148,8.3,14980.0,High,"['Comedy', 'Romance']"
The Princess Weiyoung,tv,"Drama, History, Romance",2016.0,tt6353308,7.7,1224.0,High,"['Drama', 'History', 'Romance']"
Trailer Park Boys: Out of the Park,tv,"Adventure, Comedy, Crime",2016.0,tt5937754,7.0,2783.0,High,"['Adventure', 'Comedy', 'Crime']"
Watership Down,tv,"Action, Adventure, Animation",2018.0,tt5670764,7.2,7292.0,High,"['Action', 'Adventure', 'Animation']"
Dr. Romantic,tv,"Drama, Romance",2016.0,tt6157190,8.4,5451.0,High,"['Drama', 'Romance']"
Night Light,tv,Drama,2016.0,tt6168004,6.6,380.0,Neutral,['Drama']
Altered Carbon,tv,"Action, Adventure, Drama",2018.0,tt2261227,7.9,196267.0,High,"['Action', 'Adventure', 'Drama']"
Mars,tv,"Adventure, Drama, Sci-Fi",2016.0,tt4939064,7.4,15386.0,High,"['Adventure', 'Drama', 'Sci-Fi']"
Skylanders Academy,tv,"Action, Adventure, Animation",2016.0,tt5916218,6.7,1105.0,Neutral,"['Action', 'Adventure', 'Animation']"
3%,tv,"Action, Drama, Sci-Fi",2016.0,tt4922804,7.3,29207.0,High,"['Action', 'Drama', 'Sci-Fi']"
Little Lunch,tv,"Comedy, Family",2015.0,tt3501734,8.4,774.0,High,"['Comedy', 'Family']"
1 Kadin 1 Erkek,tv,Comedy,2008.0,tt1809413,7.8,6072.0,High,['Comedy']
Captive,tv,Documentary,2016.0,tt6246500,6.8,866.0,Neutral,['Documentary']
Magic Kaito 1412,tv,"Adventure, Animation, Comedy",2014.0,tt4008500,7.3,614.0,High,"['Adventure', 'Animation', 'Comedy']"
Roman Empire,tv,"Biography, Documentary, Drama",2016.0,tt6233538,7.0,9887.0,High,"['Biography', 'Documentary', 'Drama']"
El Chema,tv,"Action, Crime",2016.0,tt5730624,6.9,376.0,Neutral,"['Action', 'Crime']"
Hirugao: Love Affairs in the Afternoon,tv,"Drama, Romance",2014.0,tt3775200,7.4,484.0,High,"['Drama', 'Romance']"
Gilmore Girls: A Year in the Life,tv,"Comedy, Drama",2016.0,tt5435008,7.5,47553.0,High,"['Comedy', 'Drama']"
Strong Girl Bong-soon,tv,"Comedy, Crime, Drama",2017.0,tt6263222,8.1,20504.0,High,"['Comedy', 'Crime', 'Drama']"
Lego Friends,tv,Animation,2013.0,tt4049416,5.2,251.0,Low,['Animation']
Kimi ni Todoke: From Me to You,tv,"Animation, Comedy, Drama",2009.0,tt1745240,7.8,6836.0,High,"['Animation', 'Comedy', 'Drama']"
Defendant,tv,"Crime, Drama, Mystery",2017.0,tt6256692,8.1,2196.0,High,"['Crime', 'Drama', 'Mystery']"
The Sound of Your Heart,tv,Comedy,2016.0,tt4613520,8.1,1746.0,High,['Comedy']
Good Manager,tv,"Comedy, Drama",2017.0,tt6352982,7.9,1965.0,High,"['Comedy', 'Drama']"
